date,portfolio_value,daily_return,reward,drawdown,sharpe,cvar_penalty
2022-01-04,999729.3033539277,-0.00027069664607231973,-0.00029776631067955173,0.00027069664607231973,0.0,0.0
2022-01-05,998743.713074234,-0.00019761454780808363,-3.59681283407572,0.001256286925766035,-71.9297918167067,0.0
2022-01-06,1002202.9486503142,-0.00014336608120210322,1.063604662349164,0.0,-50.65483124809938,0.0
2022-01-07,999506.3861830062,-0.00010493141973083496,0.5547674318393157,0.002690635136266091,-39.552002712645915,0.0
2022-01-10,999665.5964228438,-7.639102973996413e-05,0.35069770798147737,0.0025317748574653354,-32.53145718270664,0.0
2022-01-11,1013004.2396237105,-5.479548068997654e-05,0.24471365192961794,0.0,-27.63608823450048,0.0
2022-01-12,1017907.2610947723,-3.988820072246191e-05,0.1751677157060608,0.0,-24.131936156364816,0.0
2022-01-13,998739.7027981414,-2.966578925277091e-05,0.1278902319870836,0.018830358156612326,-21.535877484524864,0.0
2022-01-14,1006819.3555384063,-2.1392944710588872e-05,0.1012224148977547,0.010892844545033286,-19.48921563858549,0.0
2022-01-18,1015618.649078247,-1.53313297635823e-05,0.08224117293999812,0.002248350222066207,-17.839588852746125,0.0
2022-01-19,1011953.8703615111,-1.1216394255496074e-05,0.06657727614700114,0.005848657299937304,-16.496121687321118,0.0
2022-01-20,1003438.6148511962,-8.453923135418144e-06,0.05394937324130047,0.01421411045640333,-15.388536923119593,0.0
2022-01-21,989738.4738546599,-6.208635747605125e-06,0.04400593050097955,0.027673235388670305,-14.45294766960771,0.0
2022-01-24,977036.3933670425,-4.596402076601007e-06,0.03596165731830911,0.04015185792443664,-13.653318879351122,0.0
2022-01-25,977253.9646022796,-3.246074283201863e-06,0.0307508726908266,0.039938114252932554,-12.958360275543061,0.0
2022-01-26,979532.5925974196,-2.428525379976593e-06,0.026509830927592404,0.037699572411027095,-12.35271594166156,0.0
2022-01-27,977488.9432485197,-1.753383987042242e-06,0.0227368863768841,0.03970726940564523,-11.818528607632846,0.0
2022-01-28,987689.223573616,-1.4205410002981262e-06,0.020625908819400254,0.029686434782532512,-11.34660915085977,0.0
2022-01-31,1001759.6856052246,-9.362224000499049e-07,0.019630560372007288,0.015863503588903337,-10.922252211793817,0.0
2022-02-01,1002918.4824143676,-7.465209282200387e-07,0.017551668438430337,0.014725092602526507,-10.541285416207712,0.0002341555969402017
2022-02-02,1009436.6908599471,-3.3099520258317197e-07,0.016561498960096777,0.00832155399472731,-10.192997924262215,0.0002038924250275022
2022-02-03,1008385.3304655227,-2.615822494611492e-07,0.014847252153551966,0.009354418612761036,-9.87693102747061,0.0002038924250275022
2022-02-04,993558.8559216614,-2.6202099787849406e-07,0.01197569127906089,0.023920062370833144,-9.589164051877713,0.0002038924250275022
2022-02-07,992933.966274704,-2.6132066069905023e-07,0.010700295522242621,0.0245339588138994,-9.325677212541793,0.0002038924250275022
2022-02-08,992687.3025176926,-6.8593633201572e-08,0.009741939692499015,0.024776283204773795,-9.080876695559546,0.0002038924250275022
2022-02-09,993311.4553887633,-6.795852932385227e-08,0.008876328095960114,0.024163110576061533,-8.854614768467579,0.0002038924250275022
2022-02-10,996243.5583843078,-6.742373999975462e-08,0.008349445003734711,0.021282589817823768,-8.644651555432382,0.0002038924250275022
2022-02-11,986772.0602564391,-6.809756321015132e-08,0.00669725139501219,0.030587463149488497,-8.449122454431842,0.0002038924250275022
2022-02-14,978655.0928505783,-6.873412480225297e-08,0.005257567080798854,0.03856163497839459,-8.266438683326525,0.0002038924250275022
2022-02-15,979718.3738162689,-6.850723909239635e-08,0.004787853306558853,0.03751705949855467,-8.095238343203402,0.0002038924250275022
2022-02-16,994407.1640275954,-6.867802268988533e-08,0.005716996696375737,0.023086677898242102,-7.934365375571542,0.0001791521737033354
2022-02-17,990873.2235979079,0.0,0.0049371652342772255,0.02655844842661686,-7.7821468696853575,0.0001791521737033354
2022-02-18,979699.2373537063,0.0,0.003415042110544197,0.03753585930802063,-7.638416004511026,0.0001791521737033354
2022-02-22,976418.3569597243,0.0,0.0027065417822592585,0.04075902169164809,-7.502408821135138,0.0001791521737033354
2022-02-23,978246.9125169753,0.0,0.0025335323352316808,0.03896263450870931,-7.373454601065679,0.0001791521737033354
2022-02-24,979788.5492678604,-6.793797022646783e-08,0.0023318399894990036,0.037448118589816067,-7.251561900989255,0.0001791521737033354
2022-02-25,957740.5573779067,0.0,-0.00010029580703467169,0.05910823708257612,-7.13499303861739,0.0001791521737033354
2022-02-28,986808.3744021377,0.0,0.0024817736135414195,0.03055178785068033,-7.023895686297794,0.0001791521737033354
2022-03-01,988163.5720644912,0.0,0.002362161820159586,0.029220431140545473,-6.917853283266105,0.0001791521737033354
2022-03-02,986004.2264071426,0.0,0.0019159460427499396,0.0313417890872667,-6.816492479889166,0.0001791521737033354
2022-03-03,989039.2300234756,0.0,0.0019988698153271638,0.028360177959874975,-6.719477527773051,0.00015859994491066115
2022-03-04,997643.815640541,0.0,0.0026420429428068775,0.019906966212656384,-6.62650553660178,0.00015859994491066115
2022-03-07,999006.9642916641,0.0,0.002587514818784899,0.01856779838939421,-6.537302443557472,0.00015859994491066115
2022-03-08,991238.7099886856,0.0,0.0016483444077568094,0.02619939175736337,-6.451619571997788,0.00015859994491066115
2022-03-09,977204.3095370254,0.0,0.00010489502387954204,0.039986895774739156,-6.369230680080897,0.00015859994491066115
2022-03-10,985657.8889437637,0.0,0.0007809996957711376,0.031682033701502396,-6.2899294188726484,0.00015859994491066115
2022-03-11,982439.3232546768,0.0,0.0003198564676893665,0.03484397763500505,-6.21352713435903,0.00015859994491066115
2022-03-14,982705.7045870742,0.0,0.0002097204876804332,0.034582282544913086,-6.1398509596257735,0.00015859994491066115
2022-03-15,986375.5404025039,0.0,0.00044187960647315756,0.030977007334003662,-6.068742152938482,0.00015859994491066115
2022-03-16,1004256.6109438858,0.0,0.0020774649244287065,0.013410504741075385,-6.0000546450779355,0.00015859994491066115
2022-03-17,1010198.8246890029,0.0,0.0025486312811157487,0.007572827801109106,-5.933653765451655,0.00014129920087388039
2022-03-18,1022256.7205325088,0.0,0.0031978022765957325,0.0,-5.869415121517992,0.00014129920087388039
2022-03-21,1028604.8956576309,0.0,0.0030954456478978687,0.0,-5.807223610158287,0.00014129920087388039
2022-03-22,1028283.7817202529,0.0,0.002967205043061183,0.0003121839481160819,-5.7469725429990834,0.00014129920087388039
2022-03-23,1034425.3758364639,0.0,0.002906353706689494,0.0,-5.688562870463546,0.00014129920087388039
2022-03-24,1030925.3514681777,0.0,0.00248053456401882,0.0033835445746445655,-5.6319024916321325,0.00014129920087388039
2022-03-25,1042958.5902529678,0.0,0.0027357127161846385,0.0,-5.576905638906692,0.00014129920087388039
2022-03-28,1047439.105282875,0.0,0.002656535621697712,0.0,-5.52349232807099,0.00014129920087388039
2022-03-29,1049284.3213015518,0.0,0.0025810931994175203,0.0,-5.471587865680892,0.00014129920087388039
2022-03-30,1055571.2477389297,0.0,0.002509143021694197,0.0,-5.42112240684526,0.00014129920087388039
2022-03-31,1058528.723630043,0.0,0.002441911280207666,0.0,-5.372030557410831,0.00012681191513796346
2022-04-01,1052279.892972084,0.0,0.0017859642058727122,0.005903317046069085,-5.324251015370963,0.00012681191513796346
2022-04-04,1060732.6639224014,0.0,0.0023135572268461976,0.0,-5.277726247003763,0.00012681191513796346
2022-04-05,1059866.6370821914,0.0,0.002171877253754441,0.0008164421344465317,-5.232402193829505,0.00012681191513796346
2022-04-06,1059763.4466067275,0.0,0.0021046557112266557,0.0009137243988413011,-5.188228006977013,0.00012681191513796346
2022-04-07,1081848.8068667373,0.0,0.002140928858481107,0.0,-5.145155805977115,0.00012681191513796346
2022-04-08,1103735.149334999,0.0,0.002088086138850599,0.0,-5.103140459369827,0.00012681191513796346
2022-04-11,1115926.2090426406,0.0,0.0020373725355066104,0.0,-5.062139384829419,0.00012681191513796346
2022-04-12,1093136.4103671035,0.0,-5.356197912658652e-05,0.020422316897717282,-5.02211236678624,0.00012681191513796346
2022-04-13,1078982.201352211,0.0,-0.0013687461955052508,0.0331061385520501,-4.983021389761969,0.00012681191513796346
2022-04-14,1071383.2623568496,0.0,-0.002093489061538496,0.039915673926150246,-4.944830485841634,0.00011466864940231437
2022-04-18,1081687.2440005264,0.0,-0.0012134328103316908,0.030682104931909485,-4.907505594885644,0.00011466864940231437
2022-04-19,1070333.090527626,0.0,-0.0022725839662495455,0.040856750334889294,-4.871014436242052,0.00011466864940231437
2022-04-20,1074507.451352211,0.0,-0.0019386682263326455,0.03711603630670443,-4.835326390856491,0.00011466864940231437
2022-04-21,1075347.8150759658,0.0,-0.0019020642043952117,0.03636297242403441,-4.800412392797522,0.00011466864940231437
2022-04-22,1076271.9661379775,0.0,-0.0018565712227731127,0.03553482531670502,-4.76624482932077,0.00011466864940231437
2022-04-25,1049247.8831912002,0.0,-0.004314253297092612,0.05975155463786816,-4.732797448688081,0.00011466864940231437
2022-04-26,1062196.7883273086,0.0,-0.0031886407622336637,0.04814782579703617,-4.700045275039877,0.00011466864940231437
2022-04-27,1047968.1093111953,0.0,-0.004497267723071164,0.060898381255644986,-4.667964529691206,0.00011466864940231437
2022-04-28,1051162.386242958,0.0,-0.00424346196197262,0.05803593667294889,-4.636532558285956,0.00011466864940231437
2022-04-29,1072010.8290530166,0.0,-0.0024055208181747237,0.03935330099227553,-4.605727763300471,0.00010430468221434488
2022-05-02,1045346.5926028213,0.0,-0.004825275964551154,0.06324756589449583,-4.5755295414380734,0.00010430468221434488
2022-05-03,1042724.9334689102,0.0,-0.005089552487683172,0.0655968781632347,-4.545918225500839,0.00010430468221434488
2022-05-04,1042413.5645266494,0.0,-0.005145860815524105,0.06587590104103579,-4.516875030364821,0.00010430468221434488
2022-05-05,1059578.1993075332,0.0,-0.0036352177745582253,0.050494386885534925,-4.488382002720487,0.00010430468221434488
2022-05-06,1047556.4178439102,0.0,-0.004739159527139515,0.06126730481344756,-4.460421974271953,0.00010430468221434488
2022-05-09,1041586.8955660781,0.0,-0.005299926942380243,0.06661669281908758,-4.432978518116954,0.00010430468221434488
2022-05-10,1025831.2175265274,0.0,-0.006736861710166298,0.0807356174503745,-4.406035908055102,0.00010430468221434488
2022-05-11,1038712.7190981826,0.0,-0.005606818101454612,0.06919229006253011,-4.379579080594706,0.00010430468221434488
2022-05-12,1040066.5303469619,0.0,-0.005509068143900648,0.067979117329594,-4.353593599449102,0.00010430468221434488
2022-05-13,1057696.2877322158,0.0,-0.003951221787573682,0.05218079908740613,-4.328065622331825,9.540734696926861e-05
2022-05-16,1059676.783810707,0.0,-0.0037959574795155978,0.05040604367576445,-4.302981869876669,9.540734696926861e-05
2022-05-17,1072752.7403841934,0.0,-0.002645773260336948,0.038688461932878185,-4.278329596523713,9.540734696926861e-05
2022-05-18,1079872.3354922256,0.0,-0.002028736527124837,0.0323084745731941,-4.254096563225883,9.540734696926861e-05
2022-05-19,1060818.0747958145,0.0,-0.0037565945534419674,0.0493833138788843,-4.230271011843016,9.540734696926861e-05
2022-05-20,1055749.7885714492,0.0,-0.004230581127287888,0.053925089296735035,-4.206841641101365,9.540734696926861e-05
2022-05-23,1069056.1064578018,0.0,-0.003057445575706388,0.04200107695745312,-4.183797584006648,9.540734696926861e-05
2022-05-24,1062649.115841957,0.0,-0.003650329625022818,0.047742487602643824,-4.161128386607878,9.540734696926861e-05
2022-05-25,1073084.8122073135,0.0,-0.002733409491162028,0.03839088685987672,-4.1388239880174265,9.540734696926861e-05
2022-05-26,1075736.681881996,0.0,-0.0025135266562540375,0.03601450242406561,-4.1168747016004374,9.540734696926861e-05
2022-05-27,1067741.1462374649,0.0,-0.0032465436089407487,0.04317943463888532,-4.095271197253491,8.775362399528929e-05
2022-05-31,1072435.1483736953,0.0,-0.002842745875204113,0.038973061405428,-4.074004484698727,8.775362399528929e-05
2022-06-01,1053199.194836708,0.0,-0.004582917881891805,0.0562107186816111,-4.05306589772535,8.775362399528929e-05
2022-06-02,1045607.3466616592,0.0,-0.0052792244273042665,0.06301389985392349,-4.032447079315598,8.775362399528929e-05
2022-06-03,1040162.770466896,0.0,-0.005782707272531892,0.06789287496056079,-4.012139967597124,8.775362399528929e-05
2022-06-06,1043400.4991732559,0.0,-0.005507765363080006,0.06499149252136033,-3.9921367825680125,8.775362399528929e-05
2022-06-07,1037116.9905672988,0.0,-0.006085661800005432,0.07062224888772231,-3.972430013544686,8.775362399528929e-05
2022-06-08,1051588.2841921768,0.0,-0.004803323294582711,0.057654282450861814,-3.953012407286626,8.775362399528929e-05
2022-06-09,1054124.1310549697,0.0,-0.004590189634099398,0.0553818679827327,-3.933876956755158,8.775362399528929e-05
2022-06-10,1031977.4509707412,0.0,-0.006588559611494702,0.07522787563518159,-3.915016890466698,8.775362399528929e-05
2022-06-13,1016667.4385806045,0.0,-0.007973296316413163,0.08894743188009786,-3.896425662403585,8.114531559030002e-05
2022-06-14,990265.603657814,0.0,-0.01035233397557968,0.11260655441781549,-3.878096942448367,8.114531559030002e-05
2022-06-15,989196.3505373916,0.0,-0.010460970763458304,0.11356472988834206,-3.8600246073096685,8.114531559030002e-05
2022-06-16,994812.4377337417,0.0,-0.009970226854195111,0.10853206092614592,-3.842202731910098,8.114531559030002e-05
2022-06-17,991588.2478686294,0.0,-0.010271388094980854,0.1114213109849633,-3.824625581208608,8.114531559030002e-05
2022-06-21,1000797.6264544448,0.0,-0.009458078988809385,0.10316863396099035,-3.8072876024316344,8.114531559030002e-05
2022-06-22,1036452.8204623184,0.0,-0.006274647568815981,0.07121742274384157,-3.7901834176890903,8.114531559030002e-05
2022-06-23,1052193.5921755752,0.0,-0.004875520086645308,0.05711185591898769,-3.7733078169528405,8.114531559030002e-05
2022-06-24,1075939.2795229873,0.0,-0.0027588063842503056,0.035832951314906686,-3.7566557513768526,8.114531559030002e-05
2022-06-27,1089235.418149086,0.0,-0.0015782493876626445,0.023918060779711293,-3.7402223269395023,8.114531559030002e-05
2022-06-28,1099394.0280428848,0.0,-0.0006780378504435187,0.01481476182366835,-3.724002798389831,7.538095560240042e-05
2022-06-29,1071981.1082125625,0.0,-0.0031450197831824063,0.03937993433076446,-3.7079925634807456,7.538095560240042e-05
2022-06-30,1082437.7112399063,0.0,-0.002218227673297221,0.030009598781145525,-3.692187157473194,7.538095560240042e-05
2022-07-01,1071977.596249672,0.0,-0.003165600762620978,0.0393830814590084,-3.676582247896392,7.538095560240042e-05
2022-07-05,1087860.6970187149,0.0,-0.0017521042987118077,0.025149971204640263,-3.661173629550143,7.538095560240042e-05
2022-07-06,1091658.1945162734,0.0,-0.0014214146708209474,0.021746970659634254,-3.6459572197360886,7.538095560240042e-05
2022-07-07,1094735.063611122,0.0,-0.0011551035128924139,0.018989737188535572,-3.630929053705661,7.538095560240042e-05
2022-07-08,1095296.7246676406,0.0,-0.0011139917651697263,0.018486423392365836,-3.616085280313119,7.538095560240042e-05
2022-07-11,1097356.1946383438,0.0,-0.0009384717895453374,0.01664089816496755,-3.6014221578628858,7.538095560240042e-05
2022-07-12,1101188.8438998184,0.0,-0.0006038724635459991,0.013206397540806514,-3.586936050140988,7.538095560240042e-05
2022-07-13,1096315.0419741592,0.0,-0.0010487903506272286,0.01757389235019937,-3.572623422621004,7.032491606484331e-05
2022-07-14,1095053.322369667,0.0,-0.0011703573255339695,0.018704540231993118,-3.5584808388355675,7.032491606484331e-05
2022-07-15,1094502.8234072647,0.0,-0.0012280235441067097,0.019197851490337536,-3.544504956904897,7.032491606484331e-05
2022-07-18,1111074.2448855361,0.0,0.00024879648066792253,0.004347925622489877,-3.530692526214429,7.032491606484331e-05
2022-07-19,1085026.4318667373,0.0,-0.0020934057181228663,0.02768980325537153,-3.5170403842340137,7.032491606484331e-05
2022-07-20,1092896.6947756729,0.0,-0.0013959989553273835,0.020637130018413066,-3.5035454534716055,7.032491606484331e-05
2022-07-21,1058915.0217562637,0.0,-0.004448863875545173,0.051088671297797705,-3.490204738554784,7.032491606484331e-05
2022-07-22,1069565.6620455703,0.0,-0.0035020073092339554,0.041544455736767114,-3.477015323433799,7.032491606484331e-05
2022-07-25,1061540.9447146377,0.0,-0.004228538569445195,0.04873553814517929,-3.4639743687002147,7.032491606484331e-05
2022-07-26,1069592.5502139053,0.0,-0.0035143055876507554,0.04152036080278575,-3.4510791090155286,7.032491606484331e-05
2022-07-27,1078937.5077944717,0.0,-0.0026835912998811433,0.03314618919104137,-3.43832685064451,6.585299327940055e-05
2022-07-28,1081923.2382174453,0.0,-0.002423053881181238,0.030470626596687474,-3.425714969088201,6.585299327940055e-05
2022-07-29,1073812.650647255,0.0,-0.003156748060705245,0.0377386587519216,-3.413240906811904,6.585299327940055e-05
2022-08-01,1056310.1585741958,0.0,-0.004731941755443233,0.05342293243528151,-3.4009021710636467,6.585299327940055e-05
2022-08-02,1036957.5664645156,0.0,-0.0064728044823538925,0.07076511147262383,-3.388696331778918,6.585299327940055e-05
2022-08-03,1032843.0266848525,0.0,-0.006848041575708992,0.07445221886944085,-3.3766210195676574,6.585299327940055e-05
2022-08-04,1040451.0010958633,0.0,-0.006172689180870255,0.06763458670939179,-3.36467392377972,6.585299327940055e-05
2022-08-05,1035476.3557558975,0.0,-0.006624773540234077,0.07209244897631856,-3.3528527906452057,6.585299327940055e-05
2022-08-08,1037204.9480257949,0.0,-0.006476059716291208,0.07054342874909365,-3.3411554214862837,6.585299327940055e-05
2022-08-09,1047368.1260882339,0.0,-0.005571401393006267,0.0614360361813019,-3.3295796709972465,6.585299327940055e-05
2022-08-10,1052111.3753024063,0.0,-0.005151930808411168,0.05718553182381251,-3.3181234455897735,6.188896403568657e-05
2022-08-11,1056548.3233309707,0.0,-0.0047602026112651555,0.0532095090432642,-3.306784701800477,6.188896403568657e-05
2022-08-12,1054671.0696078262,0.0,-0.004934200770927592,0.05489174726648421,-3.295561444757989,6.188896403568657e-05
2022-08-15,1069425.2698718032,0.0,-0.0036177293432680837,0.04167026349415238,-3.2844517267069744,6.188896403568657e-05
2022-08-16,1068359.1281176528,0.0,-0.003718849922155513,0.042625650817714786,-3.2734536455865837,6.188896403568657e-05
2022-08-17,1065564.9870425186,0.0,-0.003974726501837837,0.04512952701713785,-3.2625653436609934,6.188896403568657e-05
2022-08-18,1062371.1767855606,0.0,-0.004266327363822876,0.04799155340479479,-3.25178500619979,6.188896403568657e-05
2022-08-19,1062179.0076800308,0.0,-0.0042888575297387035,0.04816375933021583,-3.241110860206061,6.188896403568657e-05
2022-08-22,1064051.8588915786,0.0,-0.004126251172681603,0.046485466270718125,-3.2305411731901854,6.188896403568657e-05
2022-08-23,1047917.8141528091,0.0,-0.005577187994459014,0.06094345158196107,-3.220074251987372,6.188896403568657e-05
2022-08-24,1033931.8653155288,0.0,-0.00683519388899151,0.07347649249806153,-3.2097084416171313,5.835157697400161e-05
2022-08-25,1028951.5643206558,0.0,-0.007286461575110239,0.07793942289123301,-3.199442124182922,5.835157697400161e-05
2022-08-26,1037553.5471011123,0.0,-0.006520519172172482,0.07023104333105024,-3.189273717810323,5.835157697400161e-05
2022-08-29,1017477.0042162857,0.0,-0.008324429715826668,0.08822196667539076,-3.179201675622127,5.835157697400161e-05
2022-08-30,1006033.2030306777,0.0,-0.00935467030222014,0.09847694688185585,-3.16922448474887,5.835157697400161e-05
2022-08-31,1000952.5604220352,0.0,-0.009814623694998055,0.1030297950607702,-3.159340665373343,5.835157697400161e-05
