date,ppo_price_only,buy_hold_equal,equal_weight_monthly,momentum_20d,xph
2022-01-04,999729.1425100097,994242.5571683424,994242.5571683423,1000000.0,985410.8542378774
2022-01-05,999015.0056378021,998457.3195675104,998457.3195675103,1000000.0,966745.4911943111
2022-01-06,1003704.9311941986,993318.6697516119,993318.6697516117,1000000.0,963312.4862137875
2022-01-07,1000487.7341601867,999963.5757056482,999963.575705648,1000000.0,963956.2179324473
2022-01-10,1008579.789802803,1014385.0752632698,1014385.0752632697,1000000.0,979618.0478965486
2022-01-11,1017276.3478507233,1018978.7989299236,1018978.7989299236,1000000.0,984981.728615312
2022-01-12,1013789.4044750214,1007180.0877936344,1007180.0877936345,1000000.0,965243.5948001436
2022-01-13,1009172.1439634095,1006188.0223466216,1006188.0223466216,1000000.0,945290.854888881
2022-01-14,1003690.7857827606,1010821.465330872,1010821.465330872,1000000.0,947007.0976702729
2022-01-18,1000335.8510297851,1003493.8333613914,1003493.8333613916,1000000.0,927483.4833815757
2022-01-19,992706.5635425949,994366.6778592395,994366.6778592395,1000000.0,926625.0589971982
2022-01-20,984623.283918026,985324.0969202882,985324.0969202882,1000000.0,917614.2000499333
2022-01-21,977316.9023288765,975711.5655137731,975711.5655137731,1000000.0,904097.911629036
2022-01-24,972848.5355110664,969305.6302838529,969305.6302838529,1000000.0,907959.6093840087
2022-01-25,962053.8027030373,975167.0141646017,975167.0141646017,1000000.0,907316.2239438419
2022-01-26,976453.1292158623,971495.7239985275,971495.7239985273,1000000.0,900236.1273044401
2022-01-27,972722.7935756875,982407.9764674623,982407.9764674624,1000000.0,891439.6147443997
2022-01-28,983771.8285285835,998678.2717126699,998678.2717126698,1000000.0,910748.6229370026
2022-01-31,995342.4181635398,994329.8254514877,994329.8254514876,1000000.0,934777.8398385788
2022-02-01,993106.306530735,997789.6115771256,997747.5606713413,1000000.0,944432.5170741268
2022-02-02,992461.8153826676,995101.7336893687,994760.6481348983,1001311.390458244,943359.5731632783
2022-02-03,989146.8880693589,983739.7199938905,983527.5123109182,990422.1717398159,922119.7160931891
2022-02-04,975508.8764227486,980205.7631761334,979784.7822512566,992153.83675115,931345.1811365483
2022-02-07,965566.4662256393,983286.4666658663,982771.8989605751,1007272.4540723374,938854.3168288922
2022-02-08,961115.0998163376,989563.8505030562,988866.6397745236,1008452.648942905,935206.9654611442
2022-02-09,955079.8193455543,990283.5349042268,989579.2830745446,1008103.0903502564,956017.8700479146
2022-02-10,951914.1754704323,974328.9530747238,973276.0368140276,991942.1685401741,950654.5356076444
2022-02-11,940267.1910611,971064.1976646604,969851.8456066079,991606.8717578759,942930.5341103361
2022-02-14,938942.4206829872,964851.3421786763,963418.4736948977,994544.3768934819,932203.345812056
2022-02-15,928401.4178982582,973711.2114016009,972108.3287825672,1007810.1046693216,954730.8394587113
2022-02-16,937050.5769825783,971949.1419075694,970364.675467604,1008669.626179538,955803.2639518202
2022-02-17,936437.8354740944,963187.9471841854,961458.8154360326,1003499.74245179,935421.7446964852
2022-02-18,927179.9557324257,959198.7093915346,957376.5621083406,998539.4475125419,929414.1591198156
2022-02-22,922111.6408825722,956133.1390172059,954193.3304236385,1002435.2444214144,914825.0999273162
2022-02-23,913506.9857045021,956678.2988289695,954595.8376955927,1010134.2507791982,900450.5602612878
2022-02-24,912701.1805325355,940238.4235685066,938163.0471740734,998835.2731994817,913966.9352518085
2022-02-25,893580.1081921806,969306.6817605206,967004.0275930538,1026167.7308690192,940141.6936965887
2022-02-28,924718.0203015556,965343.7139556668,963016.2703433227,1019963.9545276588,928985.2932061199
2022-03-01,918335.9790570488,960442.9734426497,957906.0032726384,1018710.7635039265,926196.2796531259
2022-03-02,912605.8581235161,971274.768951271,969217.4217995611,1028532.1407547313,946577.7989084609
2022-03-03,926411.1850354424,980270.0995832608,978272.092069919,1037826.5286538303,934777.8398385788
2022-03-04,934591.4907300224,984078.8014276153,982200.999146016,1039824.4271957041,931559.6140933961
2022-03-07,941681.5069958916,978362.9629021056,975857.020081617,1036478.48353906,918043.1525332523
2022-03-08,938818.4178387871,964107.3359354223,961700.4374282685,1021181.037294371,913108.8571459241
2022-03-09,925621.6890561333,970629.3616308011,968230.8162206927,1027580.3079499393,940570.7327495308
2022-03-10,931590.1587979546,966684.4220449985,963947.7174284317,1029551.2647274594,941857.9364779807
2022-03-11,929978.8655163994,970949.8454280356,968415.0096351893,1033185.5020280491,937137.9009082539
2022-03-14,934024.7984311333,980740.0913996086,978490.2759035382,1042991.8159851062,905170.5092613916
2022-03-15,947726.3903653374,993331.6696199351,990585.0227605823,1062495.1458298997,917399.5939538389
2022-03-16,959442.3903043022,995592.2788541466,993438.6876502236,1063730.6934187135,940785.1657063788
2022-03-17,955358.3615414848,1010919.469242936,1008983.4728148157,1082978.6131459333,967388.9632041011
2022-03-18,970548.0719907036,1014213.6722311054,1012395.2079238396,1082162.1241350642,978116.3246416277
2022-03-21,969128.8504941216,1014556.5705379401,1012461.1974603223,1081356.1592706675,968875.3636357026
2022-03-22,970704.8654629936,1014024.6855648631,1011854.8120031088,1071200.5659023707,979430.1052444224
2022-03-23,967968.1208493462,1008104.4084615539,1005285.113251804,1060583.476554266,971460.3325866414
2022-03-24,961931.6524731865,1018340.4638960559,1015313.7537113088,1069268.7434101684,979860.9622594535
2022-03-25,968185.3488156548,1023894.9897190531,1020275.1754482071,1077377.1247092912,978999.5079382613
2022-03-28,974333.8111188164,1027480.0106091163,1024105.5047154449,1080908.9367249743,974260.5136210377
2022-03-29,977881.8594281425,1031868.3307971782,1028722.7897109961,1076823.577667505,990846.5608832041
2022-03-30,982291.2078549614,1033430.8776426897,1029294.9363934632,1081992.5459104145,981153.187026053
2022-03-31,984743.6638409843,1026795.2825293371,1022605.0607504947,1071525.5536133114,975122.2276510994
2022-04-01,976549.8036648979,1032751.9091256564,1028087.5677867983,1077800.5268419439,990200.3186454693
2022-04-04,983842.0117184868,1032466.5565937697,1028237.3945543615,1075063.566334007,993431.2701252733
2022-04-05,982374.8149106255,1033256.5391996319,1027887.9180179781,1082567.7224046362,982445.844640769
2022-04-06,982866.731536602,1055226.2853432216,1049542.4779059237,1104467.410937427,992139.0453586733
2022-04-07,1004181.8582684746,1073227.817366882,1066967.9167976277,1131303.5032381655,1000324.0300999116
2022-04-08,1016982.0687405815,1081660.1065513042,1075741.0348970979,1141272.1672653006,993000.326540619
2022-04-11,1025496.6967999687,1064647.8020764308,1059117.136450418,1119349.564852596,969091.0085672762
2022-04-12,1012604.9957349052,1056754.7025042246,1051114.1881305657,1109749.9353847096,963059.6163442064
2022-04-13,1005869.7713620415,1057940.9956106422,1053798.8201673063,1117844.234025676,978353.1791309033
2022-04-14,1010561.9984128227,1062314.6779145221,1057172.00069175,1125070.5670951407,973829.74317563
2022-04-18,1011207.1504666557,1050527.1701310922,1045773.2856884928,1114683.0553038423,942811.9337264516
2022-04-19,999639.2404935112,1055062.0920565764,1051846.5319204994,1113903.7114364957,950781.792953856
2022-04-20,1008098.9828259697,1059156.8555644166,1055449.2285013313,1116023.6931513918,948412.2957952442
2022-04-21,1013701.6644131889,1058521.3398513703,1054182.5921135885,1115754.229613869,927087.6870639705
2022-04-22,1010638.3295361748,1035517.3189682672,1030878.8052368377,1090157.0828370543,907486.1601143272
2022-04-25,993314.1866681328,1047900.6112740287,1043619.1840965416,1096572.9822546067,913732.7644208544
2022-04-26,1008259.3322217216,1037791.3318257814,1032768.759313674,1084767.6720078618,894346.4495546686
2022-04-27,999463.560531353,1038228.7927907903,1033110.8264328042,1083020.8540932813,896285.1762678728
2022-04-28,995862.0360181084,1045196.4107917408,1040220.4684100953,1091278.171412568,903824.4381891158
2022-04-29,1015498.0030667534,1019003.8058758017,1014560.8251951126,1068804.7637837227,889607.801515938
2022-05-02,998518.2867047539,1015248.9436743635,1011065.1125426472,1059427.9707319112,892407.9825503342
2022-05-03,992823.8900143852,1017679.4401965048,1013685.7597810643,1056483.2812987892,897146.8902979346
2022-05-04,992930.9180905571,1034170.3237457119,1030363.16774677,1071195.0850893161,905978.4635554006
2022-05-05,1008796.5022732964,1021738.7956254028,1016508.6077034301,1063948.6522401818,876899.1211105566
2022-05-06,994696.0637891045,1021884.8285489406,1015791.4373309733,1066450.7132388372,853204.8420814247
2022-05-09,996414.6005627861,1017177.2399147118,1010918.9293622099,1065573.2024425305,821756.3487564619
2022-05-10,996097.9136044731,1025085.2619601953,1019777.7127869934,1064507.629240088,839850.2657168016
2022-05-11,999015.9389950981,1021967.678005869,1015646.4194478344,1080156.1163406423,822402.67756382
2022-05-12,997827.6247555962,1038719.1627414352,1033255.7056232849,1100017.6926950125,842434.8018196243
2022-05-13,1017535.4440915337,1035985.6406545346,1031139.8063578227,1095409.5280670994,865267.2802490712
2022-05-16,1012435.4236829033,1046584.3901988454,1040905.3117674903,1105838.814871779,879699.3021449528
2022-05-17,1023256.0936352959,1056568.058887739,1051332.4501621106,1114908.9218832238,903393.4080348384
2022-05-18,1032295.1016614189,1041485.3258953448,1036113.6517706455,1097341.4774275478,875606.6366350874
2022-05-19,1020466.4484631767,1037241.3928156663,1032217.9140172485,1099270.2363172595,879914.6007980334
2022-05-20,1018471.4149243584,1051633.2464829942,1047750.8917087963,1127734.1762648607,892407.9825503342
2022-05-23,1036469.7876584282,1054326.682228331,1050422.9110189609,1129982.7998781106,891977.03896568
2022-05-24,1044591.2456357231,1064597.579816387,1060962.7093249366,1141092.1268669378,879914.6007980334
2022-05-25,1055065.626006817,1067089.4513528806,1063715.0957634114,1143552.88184016,884868.8937683377
2022-05-26,1051765.2088849298,1064680.5398381995,1061688.358561935,1136518.8403387705,894992.8649316499
2022-05-27,1045134.6237179985,1066283.1434712757,1063938.127315118,1140444.337841966,912655.6651680886
2022-05-31,1051856.7177350274,1055311.4550330006,1052752.6371566022,1136806.8416734743,905116.7495253388
2022-06-01,1042908.0275037041,1046729.8759509936,1044383.9891857483,1126652.5763205255,891331.0564368151
2022-06-02,1034166.8027951469,1040124.3416809875,1037695.9483810004,1113662.838453001,902316.2222124494
2022-06-03,1025244.5614087334,1042361.8374609823,1040321.2924580637,1117522.7111534453,907701.4587674078
2022-06-06,1025015.2822720757,1035967.674601159,1033219.2397070257,1105093.2742807472,901024.1705850965
2022-06-07,1019861.5926434746,1048690.0998095502,1046092.2420682594,1118063.9448916665,921271.853202851
2022-06-08,1029526.4511487236,1046523.0027990354,1044930.3783428668,1123744.89175299,912871.1369604159
2022-06-09,1022006.7904278984,1027175.2576639858,1024927.4825208789,1098042.1060735635,890469.25583713
2022-06-10,1001062.9269635429,1012832.7625415318,1009980.9062874843,1074070.4708988497,868713.8766604485
2022-06-13,989284.4517438164,989376.04570162,986076.3236025756,1043636.4275466233,833603.4017014048
2022-06-14,966733.2632367363,983950.2994561269,981086.8271855308,1042592.7911190767,830372.3636519776
2022-06-15,960388.2098233452,990135.5087975822,987922.0543850622,1042592.7911190767,848250.6356807436
2022-06-16,967987.2420117607,981652.0710797075,978430.8991161863,1042592.7911190767,829510.8227611624
2022-06-17,963783.1654431572,989066.8646403415,986825.4903964325,1042592.7911190767,844588.7406162856
2022-06-21,961879.0116116753,1019494.8736616,1016941.9466278898,1068138.7629071968,859838.7588824761
2022-06-22,992418.518645977,1032333.9623839498,1029772.1140777032,1067912.5693535577,871952.4462671005
2022-06-23,1007857.40091679,1052114.7108129296,1049533.1462578243,1089418.4964263164,902019.7212527386
2022-06-24,1032144.2144009819,1067054.9930214575,1064185.6140148162,1101850.6647523714,912835.1239971342
2022-06-27,1047132.9725720634,1072649.7155433258,1069416.2600301453,1108355.634910645,940739.3703756671
2022-06-28,1051418.230720257,1051175.9625424764,1046945.3611722948,1072733.1554086618,915431.0007206054
2022-06-29,1027037.7441022148,1056501.6160017245,1052634.7347262965,1074240.394768427,918242.7820845203
2022-06-30,1031154.4859921684,1052519.6130127853,1049315.403439652,1065593.5607923588,908508.9802133007
2022-07-01,1029026.6811749687,1061730.8928266594,1059210.7315205482,1077991.5007038794,922136.7703089738
2022-07-05,1038912.3572613945,1059502.314167013,1057227.414437416,1081755.6347166898,938143.5802218191
2022-07-06,1035216.7462002983,1063739.338619535,1062266.923686696,1086150.5373724706,944416.761402691
2022-07-07,1041839.5219113579,1064671.9442085999,1064014.602709301,1087745.0798251014,956097.7738101957
2022-07-08,1043627.9580228081,1066100.6612710273,1065389.7715099796,1090273.5197062574,953285.4730285413
2022-07-11,1042107.937484478,1066245.5004004978,1064562.6681076824,1091250.936188844,933601.185519049
2022-07-12,1046348.289550518,1058620.855120015,1057039.080739167,1087263.7770706029,924299.6257768326
2022-07-13,1035653.0314938774,1056496.757071002,1054912.8366155329,1085419.7245949493,925380.9669411386
2022-07-14,1035244.9028241386,1052477.725755594,1050726.0660556771,1084685.6464427104,922352.9346582872
2022-07-15,1032622.3748471489,1067897.8973663894,1065725.3897370778,1101111.3098295196,934466.3623340416
2022-07-18,1045097.3489682426,1043489.4243442104,1041777.5953122949,1076792.039467511,916512.4284545348
2022-07-19,1019262.7737271538,1049095.2009406062,1048804.149271449,1087191.4120115319,940090.5310492342
2022-07-20,1020808.9056317558,1032117.4460291013,1030864.8512759758,1056634.3734783956,940955.707864227
2022-07-21,1005514.3497922173,1036488.4943068168,1035724.8293357949,1056937.5734073797,945714.6997644268
2022-07-22,1007314.8847577324,1033506.4845743224,1031764.6586234818,1044388.4721869753,924732.3873235754
2022-07-25,1008248.7483746757,1039236.9945480978,1037532.2113909321,1055378.200660437,923218.1980429032
2022-07-26,1011754.4499127617,1047638.9187618783,1045878.8869670668,1065204.0586234161,927111.7534192405
2022-07-27,1017800.3867642632,1050985.3105151306,1049038.013766302,1062869.9258441625,935980.4650450906
2022-07-28,1016715.4743268242,1044826.3844996245,1043085.1391721015,1055818.336018139,932519.5846458732
2022-07-29,1009678.6871869316,1033784.3690455349,1032849.7696532399,1052561.2290859632,927328.0909078002
2022-08-01,1005143.398383831,1024505.7867654735,1023389.7872007269,1033786.4711972327,910888.6060178354
2022-08-02,1000813.6900708427,1018501.7178322007,1017474.0808772417,1025479.327367416,923650.613311153
2022-08-03,992799.8433377495,1029214.7821331343,1029643.819653747,1024453.8480400486,933601.185519049
2022-08-04,1006182.0842663994,1023030.9961285767,1024242.2539401327,1022766.6669220842,936413.2265918335
2022-08-05,996832.5865857353,1019940.2499778753,1020710.4343529713,1021743.900255162,956313.9381595091
2022-08-08,993114.3877026787,1028544.6620186454,1028622.3832085703,1021743.900255162,953934.4854942207
2022-08-09,998074.1439511528,1034341.8125250346,1033994.4515179951,1020862.9010645758,936629.5640803934
2022-08-10,1003832.643142437,1040860.7700582149,1041261.9252223292,1035585.3969300754,959991.1560472866
2022-08-11,1008102.6250760307,1029571.9648195129,1029286.0905268895,1021606.3165846227,945282.024787307
2022-08-12,993468.3177945366,1040911.2971021164,1040764.9585853647,1028764.7230780403,959125.8060930471
2022-08-15,1004743.9089276543,1045501.6068866107,1046965.5397215028,1057846.8546300817,957828.040870558
2022-08-16,1015296.6738965263,1046215.4808158946,1047520.5740058314,1056343.718225254,944632.839182381
2022-08-17,1018719.4977338066,1043511.378548699,1044166.0403876404,1055153.6079409786,934033.8604961686
2022-08-18,1017586.1049039116,1038345.0496412078,1038474.2821908651,1046042.2544605727,934899.2104504079
2022-08-19,1012432.8415829887,1045388.7057942466,1044904.0200188347,1053364.0859436076,955664.9256938295
2022-08-22,1021774.6287762871,1032578.5593630829,1031684.9277227911,1033292.8848176907,948310.4033486516
2022-08-23,1013095.893432354,1017885.7453705965,1016945.7424059345,1017124.2628374229,947012.6381261625
2022-08-24,1001916.5015179863,1013453.3698787342,1012429.0630191108,1014810.9772348347,956962.8640555652
2022-08-25,998337.883010601,1017724.0535387273,1017262.0052661512,1014332.3479289666,963019.5346086309
2022-08-26,1003382.0987851372,999828.0087187837,998624.6456336702,997928.7904705642,934466.3623340416
2022-08-29,986954.9243771782,983670.21211715,984081.2940317271,998209.54665085,914133.1489284931
2022-08-30,977116.5560223808,981406.3103979428,981649.9570160588,999008.7508163123,899640.2685874504
2022-08-31,972567.4682538261,978102.322572775,978723.098434298,1014513.353320262,898775.0052028344
2022-09-01,966717.7985684624,1002267.3111716014,1002933.1059342149,1038169.8244139318,910023.2560635961
2022-09-02,989943.8141171684,987971.8169116285,988163.1928852752,1022718.516577266,902668.5605791715
2022-09-06,975076.1049344292,988544.7266364049,988442.8486847756,1014473.2365101433,895962.8775604265
2022-09-07,975210.3332822075,999062.8643326702,999740.6642426031,1036878.6568564902,916728.852512718
2022-09-08,984576.4727399101,1010762.1484780739,1012373.0944106885,1041839.6269818374,931221.7328537608
2022-09-09,992843.4408642998,1018610.6616635215,1020687.6328460464,1044720.1678369035,945282.024787307
2022-09-12,995955.1572949638,1024724.911301879,1027113.3219052205,1044283.050815987,955016.0863673966
2022-09-13,1008389.4023129692,992805.3495417234,994425.0140056582,1007347.1638542194,925813.7284878815
2022-09-14,978645.4375607719,999507.9747365717,1001054.0228601642,1006339.8166903652,934682.6132529783
2022-09-15,992626.8231351128,1005285.1718648588,1006626.7277272048,1006339.8166903652,927544.5149659833
2022-09-16,991414.357658123,1013738.4032778244,1015032.480448215,1016267.898464304,914133.1489284931
2022-09-19,1002072.8970410576,1006236.074305991,1008061.0554504644,1010095.2481164786,910053.6420013651
2022-09-20,994776.0536648979,994358.0350062997,995544.6478298913,996764.8014640126,902025.0019997583
2022-09-21,983590.3270566216,980533.7587507803,981216.7411343527,983297.4471104805,879241.3488378375
2022-09-22,968715.0070111504,998467.7239205604,998260.3294698722,994848.7870270589,887703.8757912896
2022-09-23,987872.6413495293,991873.6316707585,991329.936654887,990649.3314490292,863835.0724016387
2022-09-26,981483.0434415092,984612.1740712329,983983.0436131759,976535.0744181765,859061.190526236
2022-09-27,974790.7108533134,986051.3703126034,985852.4163894375,976428.3086252282,861448.0881791257
2022-09-28,973929.5779874077,1041186.6475782599,1049443.6481283882,996997.0563420322,884232.0010499164
2022-09-29,985699.6858288994,1027174.4599735327,1034061.5482481391,975597.5149150931,873165.4598284052
2022-09-30,977913.5226361504,1012401.5201472668,1019989.9971082326,956742.230917744,871429.479172907
2022-10-03,967689.6798245659,1020859.7180740945,1027704.0352033378,947504.296037429,879458.2923137601
2022-10-04,976027.80716679,1038081.5592983941,1045552.5820478102,956705.6736872784,901808.0585238356
2022-10-05,995353.4860913506,1036455.5995953399,1043778.0717678448,950961.45138218,898336.1837824623
2022-10-06,993950.2699048271,1023657.6073030632,1030455.4802590363,941305.6034415379,900289.1944835065
2022-10-07,979792.4447629204,1013842.0064272848,1020141.9411127832,929856.4176853775,882929.9073462636
2022-10-10,972632.6038129082,1015018.1940467436,1020795.3607173843,930262.9093971129,871212.6222666076
2022-10-11,982612.894187664,1032856.8994579136,1038629.8407215831,931275.7448815524,874684.4970079807
2022-10-12,993871.8555295219,1029662.0835935534,1035679.8994707254,929283.9371206717,873382.3167347044
2022-10-13,990776.479911541,1057552.6136444705,1063257.7848063018,962804.1717550152,885750.9516598686
2022-10-14,1009530.9440610161,1052541.279370562,1058296.89510672,955007.3081877423,881410.9567363113
2022-10-17,1005720.8942410698,1065928.1457599576,1071603.8765123948,969639.2250713268,894430.4220892437
2022-10-18,1019809.9233243217,1069031.3637564604,1074899.1179853578,971162.2130697527,904412.1593615179
2022-10-19,1023575.4470135918,1054506.9068451046,1060120.5553455362,954514.1595306552,879458.2923137601
2022-10-20,1010906.3559796562,1050603.172516873,1056412.746900417,950308.0160305756,870344.67522367
2022-10-21,1009824.9862515678,1078265.1594119805,1084756.3987828828,971354.5971583909,887052.8722242749
2022-10-24,1038254.4181973686,1100460.8546761058,1106905.1257913387,997632.0703054596,891392.6074389623
2022-10-25,1054777.902923321,1099233.258279367,1105909.5669762637,995817.1743173201,901157.1415264441
2022-10-26,1057851.0480420343,1118119.9757574266,1124664.5631003277,1015047.1948079763,912440.626223878
2022-10-27,1068965.8374707452,1118854.7730524628,1124762.969769737,1016702.7128952863,899855.2209620378
2022-10-28,1070883.2027356378,1148491.2411696184,1157259.6087079742,1072333.9599718822,919384.0294281314
2022-10-31,1117140.2783734552,1142887.6357765081,1150648.6375756504,1065690.012862924,918299.2254788943
2022-11-01,1111611.9455334893,1144895.7898448785,1154049.8541251353,1066866.4741599238,926544.808956424
2022-11-02,1112043.257369732,1132197.3403394283,1140544.942223943,1055052.2782539597,908751.8080065821
2022-11-03,1097826.5029370538,1135166.8655514482,1143539.3844036604,1055795.5288587804,907016.0004903304
2022-11-04,1101416.710960125,1143572.983525848,1152279.0062421202,1065479.4573164445,902025.0019997583
2022-11-07,1109539.7338406793,1157342.4837530067,1165633.496965827,1084079.8401707367,907232.9439662531
2022-11-08,1119203.331374859,1173862.771364679,1181437.9985465785,1110409.2981445612,912440.626223878
2022-11-09,1129597.5234448663,1166896.9846623733,1173963.0653746438,1106420.2031320527,888571.7362646038
2022-11-10,1125876.6953961602,1177146.6816213496,1184952.0902446832,1107557.0761958594,919167.172521832
2022-11-11,1133625.5953824273,1155098.378978247,1164429.8284009735,1080565.9413115496,931101.747355904
2022-11-14,1107321.6441495172,1174124.9546449648,1184394.0134257178,1097131.8820991209,932620.5248266098
2022-11-15,1129485.645171856,1172398.4984405846,1182493.6556759109,1090638.8124471023,930016.7702674204
2022-11-16,1126229.2941357843,1172270.0148646454,1181923.3770379499,1088944.4254457431,907883.687824398
2022-11-17,1127489.0001981012,1184672.237972178,1193821.0732934864,1098436.0362516432,902459.1486604736
2022-11-18,1142325.794303631,1192374.1900680307,1201145.985642968,1099441.602499063,912223.7693175785
2022-11-21,1151579.8813702813,1201575.6283342175,1209782.674346027,1102226.296443745,903109.9790882417
2022-11-22,1160838.2218167535,1212320.8040069027,1221163.791261891,1110844.0224480755,911355.6491353946
2022-11-23,1172948.3934933892,1208594.0015439906,1217349.8768504285,1103013.6585920113,907883.687824398
2022-11-25,1173035.260268902,1213712.8012578099,1222613.0401621151,1110288.8466977712,916129.3578715508
2022-11-28,1180049.6761777154,1205538.3226753783,1214466.5809210455,1091693.0084235708,917648.3950511263
2022-11-29,1180938.0299145929,1205002.408486587,1213729.1861308091,1093362.395679299,915695.384350082
2022-11-30,1181834.9018780938,1228735.058151904,1237574.842763965,1113310.5144397141,931318.77740145
2022-12-01,1199449.8387982599,1230764.0040743288,1240313.876372912,1113564.0313405045,936309.4296135289
2022-12-02,1202633.51684544,1233612.1393923194,1242929.2776990116,1123809.1315207242,945856.8470858413
2022-12-05,1207389.4950024835,1227084.7836763018,1236361.9983835004,1119929.8651858536,927195.8125234387
2022-12-06,1202764.5500638238,1217508.0448244708,1226139.2476984868,1115679.1979128136,912874.5131757235
2022-12-07,1190802.31006596,1224531.2606026554,1233333.2490137608,1122736.8064395592,919384.0294281314
2022-12-08,1197967.916480755,1231121.8155401142,1240870.3760521135,1133817.2287080458,923723.9377820655
2022-12-09,1211347.244704937,1212919.986731632,1223362.1087658803,1118904.1725166384,907232.9439662531
2022-12-12,1195397.5294568292,1220728.8758494486,1231742.8079069825,1127897.7924010758,919601.3191825473
2022-12-13,1203334.1131360284,1221482.2794962013,1233225.6174588276,1139945.090624073,927629.6994752842
2022-12-14,1216400.3887250177,1225955.2341908545,1238532.4956269944,1154926.9227974995,925026.0314857183
2022-12-15,1227944.0347287408,1203919.8154217047,1216579.5842838117,1138043.109373198,902459.1486604736
2022-12-16,1207448.5097195855,1192979.6220517699,1204073.8677817124,1114823.244567233,896817.4928813799
2022-12-19,1196776.1518399469,1191538.325800074,1202624.9816204805,1117689.4913281205,883387.860653379
2022-12-20,1195952.8339154474,1188198.4667674499,1199359.896000827,1110464.5792478987,887966.0086105609
2022-12-21,1191153.1427991143,1197231.85873151,1208366.2488661734,1120649.9863111167,894724.4125298796
2022-12-22,1202883.7071759454,1195225.5049625067,1206167.1378713439,1123383.5846173812,889928.1956916723
2022-12-23,1202136.4371258966,1192455.6845442161,1203636.6488312231,1126458.68156367,887966.0086105609
2022-12-27,1203876.766517376,1188490.2795028805,1199116.0824131693,1122006.8275817381,878373.4017949
2022-12-28,1203685.8542630426,1181110.1696441583,1191825.1848452669,1114379.841302521,873359.2026452906
2022-12-29,1195842.0156934015,1186335.7352674166,1197549.6578569792,1118141.4651291883,892762.3120183916
2022-12-30,1200600.6876446954,1185682.6069745827,1196713.0084392102,1115747.0440211424,892762.3120183916
2023-01-03,1201291.2811963311,1184994.771006083,1196097.7112917034,1116175.4421305652,885131.8057142184
